"geoid","GEO.display-label","occ","oou","rou","mhi_occ","mhi_oou","mhi_rou","mhc_occ","mhc_oou","mhc_rou"
"25025110502","Census Tract 1105.02, Suffolk County, Massachusetts",1763,982,781,72318,100208,43672,1504,1790,1260
"25025110601","Census Tract 1106.01, Suffolk County, Massachusetts",1197,936,261,87426,102826,38250,1770,1917,983
"25025110607","Census Tract 1106.07, Suffolk County, Massachusetts",2212,1528,684,82037,113929,62206,1626,2001,1523
"25025120103","Census Tract 1201.03, Suffolk County, Massachusetts",666,475,191,121513,136250,76964,2111,2343,1877
"25025120104","Census Tract 1201.04, Suffolk County, Massachusetts",1060,448,612,81919,97500,65673,1576,1753,1523
"25025120105","Census Tract 1201.05, Suffolk County, Massachusetts",919,848,71,156920,164643,61908,2268,2254,2355
"25025120201","Census Tract 1202.01, Suffolk County, Massachusetts",1748,575,1173,50705,86811,32261,1427,2078,896
"25025120301","Census Tract 1203.01, Suffolk County, Massachusetts",1996,862,1134,75873,104000,50172,1626,2048,1397
"25025120400","Census Tract 1204, Suffolk County, Massachusetts",2832,1352,1480,77462,105441,67840,1852,2262,1559
"25025120500","Census Tract 1205, Suffolk County, Massachusetts",903,394,509,66884,77222,46932,1593,1960,1410
"25025120600","Census Tract 1206, Suffolk County, Massachusetts",1086,564,522,101585,133571,89769,2004,2201,1789
"25025120700","Census Tract 1207, Suffolk County, Massachusetts",1024,521,503,82763,94519,66932,1574,1642,1556
"25025130100","Census Tract 1301, Suffolk County, Massachusetts",2878,2135,743,79844,94797,72566,1582,1657,1527
"25025130200","Census Tract 1302, Suffolk County, Massachusetts",1858,1158,700,100952,112348,81000,1677,1911,1533
"25025130300","Census Tract 1303, Suffolk County, Massachusetts",1761,1370,391,108472,121714,73224,1760,1930,1516
"25025130402","Census Tract 1304.02, Suffolk County, Massachusetts",2117,1571,546,66394,69917,61905,1374,1353,1391
"25025130404","Census Tract 1304.04, Suffolk County, Massachusetts",1306,775,531,72976,89922,46037,1403,1591,1277
"25025130406","Census Tract 1304.06, Suffolk County, Massachusetts",2250,568,1682,41981,104063,32661,931,1625,882
"25025140102","Census Tract 1401.02, Suffolk County, Massachusetts",1659,1159,500,65457,76645,36827,1477,1575,1332
"25025140105","Census Tract 1401.05, Suffolk County, Massachusetts",1324,940,384,72945,86852,51484,1446,1538,1387
"25025140106","Census Tract 1401.06, Suffolk County, Massachusetts",836,111,725,37813,111063,30625,973,2363,790
"25025140107","Census Tract 1401.07, Suffolk County, Massachusetts",1055,593,462,62909,86823,32917,1377,1949,979
"25025140201","Census Tract 1402.01, Suffolk County, Massachusetts",939,479,460,79450,91921,75500,1345,1674,1171
"25025140202","Census Tract 1402.02, Suffolk County, Massachusetts",2142,1583,559,71919,95809,27484,1420,1812,1067
"25025140300","Census Tract 1403, Suffolk County, Massachusetts",2339,783,1556,44771,76215,33773,1208,1834,986
"25025140400","Census Tract 1404, Suffolk County, Massachusetts",2880,1880,1000,63500,86250,44750,1478,1730,1227
"25025160101","Census Tract 1601.01, Suffolk County, Massachusetts",2184,579,1605,56667,77781,42188,1312,1816,1209
"25025160200","Census Tract 1602, Suffolk County, Massachusetts",1169,99,1070,50840,51793,50305,1279,2728,1238
"25025160300","Census Tract 1603, Suffolk County, Massachusetts",1343,437,906,56536,85417,40217,1567,1897,1367
"25025160400","Census Tract 1604, Suffolk County, Massachusetts",1019,104,915,41838,82604,37784,1092,,1057
"25025160501","Census Tract 1605.01, Suffolk County, Massachusetts",1733,433,1300,37798,78640,31778,1135,1938,1062
"25025160502","Census Tract 1605.02, Suffolk County, Massachusetts",1667,578,1089,45736,83393,36011,1225,1789,1132
"25025160601","Census Tract 1606.01, Suffolk County, Massachusetts",1510,465,1045,52385,76094,42821,1443,1686,1382
"25025160602","Census Tract 1606.02, Suffolk County, Massachusetts",1665,739,926,48221,65457,29787,1242,1624,1122
"25025170100","Census Tract 1701, Suffolk County, Massachusetts",2858,1610,1248,50913,70988,31548,1468,1868,1187
"25025170200","Census Tract 1702, Suffolk County, Massachusetts",1679,849,830,51186,78250,16399,1067,1751,718
"25025170300","Census Tract 1703, Suffolk County, Massachusetts",3601,2046,1555,53131,58049,44421,1506,1608,1473
"25025170400","Census Tract 1704, Suffolk County, Massachusetts",2254,1045,1209,45202,57642,37298,1264,1709,1171
"25025170501","Census Tract 1705.01, Suffolk County, Massachusetts",1670,896,774,48833,56023,31818,1440,1572,1346
"25025170502","Census Tract 1705.02, Suffolk County, Massachusetts",1381,731,650,50477,75673,30234,1121,1656,973
"25025170601","Census Tract 1706.01, Suffolk County, Massachusetts",1916,974,942,58158,88750,43359,1344,1652,1220
"25025170701","Census Tract 1707.01, Suffolk County, Massachusetts",998,332,666,43663,82788,26667,1201,1580,1097
"25025170702","Census Tract 1707.02, Suffolk County, Massachusetts",2160,648,1512,42043,75797,27733,1321,2101,1151
"25025170800","Census Tract 1708, Suffolk County, Massachusetts",1969,973,996,54095,66110,46176,1343,1758,1195
"25025180101","Census Tract 1801.01, Suffolk County, Massachusetts",2244,1030,1214,53352,67440,37075,1297,1686,1100
"25025180200","Census Tract 1802, Suffolk County, Massachusetts",1592,909,683,63889,81942,37411,1411,1902,1167
"25025180301","Census Tract 1803.01, Suffolk County, Massachusetts",1168,863,305,90208,96083,53814,1625,1665,1579
"25025180400","Census Tract 1804, Suffolk County, Massachusetts",726,484,242,81042,98462,58214,1462,1691,1333
"25025180500","Census Tract 1805, Suffolk County, Massachusetts",1872,889,983,60437,72470,54320,1531,1903,1438
"25025980101","Census Tract 9801.01, Suffolk County, Massachusetts",0,0,0,,,,,,
"25025980300","Census Tract 9803, Suffolk County, Massachusetts",0,0,0,,,,,,
"25025980700","Census Tract 9807, Suffolk County, Massachusetts",6,6,0,,,,,,
"25025981000","Census Tract 9810, Suffolk County, Massachusetts",0,0,0,,,,,,
"25025981100","Census Tract 9811, Suffolk County, Massachusetts",168,35,133,,,,1315,2950,1075
"25025981201","Census Tract 9812.01, Suffolk County, Massachusetts",0,0,0,,,,,,
"25025981202","Census Tract 9812.02, Suffolk County, Massachusetts",0,0,0,,,,,,
"25025981300","Census Tract 9813, Suffolk County, Massachusetts",257,153,104,86250,101750,83750,1883,1782,1927
"25025981501","Census Tract 9815.01, Suffolk County, Massachusetts",0,0,0,,,,,,
"25025981502","Census Tract 9815.02, Suffolk County, Massachusetts",0,0,0,,,,,,
"25025981600","Census Tract 9816, Suffolk County, Massachusetts",0,0,0,,,,,,
"25025981700","Census Tract 9817, Suffolk County, Massachusetts",0,0,0,,,,,,
"25025981800","Census Tract 9818, Suffolk County, Massachusetts",19,19,0,,,,,,
"25025990101","Census Tract 9901.01, Suffolk County, Massachusetts",0,0,0,,,,,,
"25027700100","Census Tract 7001, Worcester County, Massachusetts",2216,2056,160,87615,92552,43676,1528,1548,944
"25027701100","Census Tract 7011, Worcester County, Massachusetts",3202,2339,863,59609,72473,31228,1077,1221,826
"25027702200","Census Tract 7022, Worcester County, Massachusetts",1253,987,266,59205,76929,21176,1113,1224,598
"25027703100","Census Tract 7031, Worcester County, Massachusetts",1743,1154,589,38099,47016,26050,775,944,643
"25027703200","Census Tract 7032, Worcester County, Massachusetts",1498,1146,352,49408,56528,14318,923,1073,597
"25027703300","Census Tract 7033, Worcester County, Massachusetts",1520,1097,423,60366,79866,24864,991,1131,818
"25027704200","Census Tract 7042, Worcester County, Massachusetts",1078,959,119,73600,77684,42083,1123,1152,873
"25027705100","Census Tract 7051, Worcester County, Massachusetts",3158,2630,528,65194,71401,19636,1101,1225,932
"25027706100","Census Tract 7061, Worcester County, Massachusetts",1592,1457,135,81757,87629,33472,1475,1523,945
"25027707100","Census Tract 7071, Worcester County, Massachusetts",1650,1014,636,41754,62742,15918,790,1050,611
"25027707200","Census Tract 7072, Worcester County, Massachusetts",874,208,666,29571,71458,23712,939,1229,914
"25027707300","Census Tract 7073, Worcester County, Massachusetts",1865,535,1330,31951,57153,23657,696,1079,662
"25027707400","Census Tract 7074, Worcester County, Massachusetts",1754,1235,519,56452,63398,41358,961,1269,823
"25027707500","Census Tract 7075, Worcester County, Massachusetts",1999,1129,870,50094,65657,36691,884,1413,762
"25027708100","Census Tract 7081, Worcester County, Massachusetts",2779,2437,342,88902,90069,70625,1455,1520,1108
"25027709100","Census Tract 7091, Worcester County, Massachusetts",1529,1071,458,75685,101125,43333,1321,1719,952
"25027709201","Census Tract 7092.01, Worcester County, Massachusetts",2739,1923,816,65250,90575,23125,1061,1549,827
"25027709202","Census Tract 7092.02, Worcester County, Massachusetts",3013,1501,1512,57729,75759,32451,1126,1374,978
"25027709400","Census Tract 7094, Worcester County, Massachusetts",1809,520,1289,31705,80714,18983,863,1412,819
"25027709501","Census Tract 7095.01, Worcester County, Massachusetts",734,679,55,95500,100647,43750,1630,1688,1193
"25027709502","Census Tract 7095.02, Worcester County, Massachusetts",2304,1600,704,70577,88526,41818,1229,1659,877
"25027709600","Census Tract 7096, Worcester County, Massachusetts",1075,388,687,46385,61582,42292,969,1250,849
"25027709701","Census Tract 7097.01, Worcester County, Massachusetts",2442,1039,1403,48875,77313,27569,1015,1159,963
"25027709702","Census Tract 7097.02, Worcester County, Massachusetts",1127,516,611,57837,76842,21758,976,1582,775
"25027710100","Census Tract 7101, Worcester County, Massachusetts",1453,716,737,50442,67059,42426,1131,1542,880
"25027710200","Census Tract 7102, Worcester County, Massachusetts",2768,1876,892,60875,75385,25571,1219,1416,961
"25027710300","Census Tract 7103, Worcester County, Massachusetts",1110,773,337,,,,1231,1510,1087
"25027710400","Census Tract 7104, Worcester County, Massachusetts",885,557,328,52891,75313,37917,1145,1421,930
"25027710500","Census Tract 7105, Worcester County, Massachusetts",1213,380,833,35638,64375,26875,856,1141,791
"25027710600","Census Tract 7106, Worcester County, Massachusetts",2390,1411,979,48611,71523,33600,1104,1428,903
"25027710700","Census Tract 7107, Worcester County, Massachusetts",868,51,817,15652,65417,14941,592,1757,574
"25027710800","Census Tract 7108, Worcester County, Massachusetts",1478,462,1016,31179,77803,21705,910,1447,804
"25027711000","Census Tract 7110, Worcester County, Massachusetts",1148,542,606,37330,73250,25750,976,1160,925
"25027711100","Census Tract 7111, Worcester County, Massachusetts",1529,1285,244,80150,92801,19674,1370,1483,917
"25027712101","Census Tract 7121.01, Worcester County, Massachusetts",2773,1837,936,74153,82550,47888,1418,1512,1311
"25027712102","Census Tract 7121.02, Worcester County, Massachusetts",1514,1442,72,91000,95469,55600,1815,1831,1200
"25027713100","Census Tract 7131, Worcester County, Massachusetts",2331,1859,472,96813,107718,60833,1423,1693,1060
"25027715100","Census Tract 7151, Worcester County, Massachusetts",1619,1507,112,147446,151382,54286,2408,2533,1347
"25027716100","Census Tract 7161, Worcester County, Massachusetts",3019,2121,898,74632,81390,53415,1313,1591,1050
"25027716200","Census Tract 7162, Worcester County, Massachusetts",1098,446,652,51622,76707,40000,1045,1513,899
"25027716300","Census Tract 7163, Worcester County, Massachusetts",1527,487,1040,51229,71696,38833,1103,1486,994
"25027717100","Census Tract 7171, Worcester County, Massachusetts",1078,918,160,88816,100000,61250,1559,1770,1096
"25027718100","Census Tract 7181, Worcester County, Massachusetts",1618,1435,183,102905,110827,47438,1580,1692,1092
"25027719100","Census Tract 7191, Worcester County, Massachusetts",2748,2326,422,87039,106833,29420,1764,1904,1169
"25027720100","Census Tract 7201, Worcester County, Massachusetts",1252,1097,155,114167,125799,48795,2063,2187,1108
"25027721101","Census Tract 7211.01, Worcester County, Massachusetts",668,601,67,80313,83523,52768,1366,1427,1050
"25027721102","Census Tract 7211.02, Worcester County, Massachusetts",2898,2485,413,94028,104720,45292,1669,1813,853
"25027722100","Census Tract 7221, Worcester County, Massachusetts",1895,1492,403,67536,78304,30859,1198,1327,947
"25027723100","Census Tract 7231, Worcester County, Massachusetts",1623,1194,429,61453,75395,17292,992,1223,657
"25027724100","Census Tract 7241, Worcester County, Massachusetts",1560,1078,482,64375,74559,36324,1221,1230,1204
"25027725100","Census Tract 7251, Worcester County, Massachusetts",1820,1269,551,68232,84159,40417,1203,1460,772
"25027726100","Census Tract 7261, Worcester County, Massachusetts",2277,2018,259,85945,97153,42396,1283,1406,1003
"25027726200","Census Tract 7262, Worcester County, Massachusetts",2379,1116,1263,45750,74634,23840,908,1219,705
"25027727100","Census Tract 7271, Worcester County, Massachusetts",1499,1351,148,91989,94051,42315,1708,1727,1183
"25027728100","Census Tract 7281, Worcester County, Massachusetts",1471,1350,121,110022,111250,70938,1723,1777,1483
"25027728200","Census Tract 7282, Worcester County, Massachusetts",1359,1300,59,97697,100333,42135,1692,1732,1286
"25027728300","Census Tract 7283, Worcester County, Massachusetts",1685,1389,296,90099,100848,39464,1597,1744,948
"25027728400","Census Tract 7284, Worcester County, Massachusetts",1811,1671,140,98659,100164,91389,1828,1930,1112
"25027729100","Census Tract 7291, Worcester County, Massachusetts",1293,1112,181,69292,77857,36094,1383,1595,817
"25027729200","Census Tract 7292, Worcester County, Massachusetts",885,670,215,67697,74821,29509,1197,1453,869
"25027730100","Census Tract 7301, Worcester County, Massachusetts",2369,1935,434,71172,75120,38906,1325,1443,894
"25027730200","Census Tract 7302, Worcester County, Massachusetts",2153,1651,502,70559,81397,43529,1398,1566,1154
"25027730300","Census Tract 7303, Worcester County, Massachusetts",1991,1111,880,57545,78544,41806,1010,1420,890
"25027730401","Census Tract 7304.01, Worcester County, Massachusetts",2314,656,1658,29847,70278,23345,841,1313,776
"25027730402","Census Tract 7304.02, Worcester County, Massachusetts",581,294,287,51597,63750,34935,1222,1571,1021
"25027730500","Census Tract 7305, Worcester County, Massachusetts",1389,514,875,45980,68810,36469,1073,1368,1013
"25027730600","Census Tract 7306, Worcester County, Massachusetts",2958,2339,619,82037,97199,20368,1576,1766,689
"25027730700","Census Tract 7307, Worcester County, Massachusetts",2730,2070,660,66652,73922,50699,1387,1474,1300
"25027730801","Census Tract 7308.01, Worcester County, Massachusetts",1446,1187,259,101667,111528,40912,1434,1546,1175
"25027730802","Census Tract 7308.02, Worcester County, Massachusetts",782,457,325,81474,125417,56856,1352,1812,1009
"25027730901","Census Tract 7309.01, Worcester County, Massachusetts",1375,898,477,75026,93667,46575,1386,1577,1180
"25027730902","Census Tract 7309.02, Worcester County, Massachusetts",1113,708,405,65393,89000,46506,1352,1471,1199
"25027731001","Census Tract 7310.01, Worcester County, Massachusetts",818,537,281,56711,71534,52940,1312,1376,1125
"25027731002","Census Tract 7310.02, Worcester County, Massachusetts",2451,1198,1253,42669,51719,28912,1041,1286,918
"25027731101","Census Tract 7311.01, Worcester County, Massachusetts",1546,688,858,36705,78750,25745,1079,1405,991
"25027731102","Census Tract 7311.02, Worcester County, Massachusetts",1012,458,554,54884,83958,37647,1100,1415,1031
"25027731202","Census Tract 7312.02, Worcester County, Massachusetts",0,0,0,,,,,,
"25027731203","Census Tract 7312.03, Worcester County, Massachusetts",2096,348,1748,22837,76940,17273,788,1201,765
"25027731204","Census Tract 7312.04, Worcester County, Massachusetts",753,156,597,29293,60682,21188,1061,1607,1023
"25027731300","Census Tract 7313, Worcester County, Massachusetts",1412,162,1250,25432,44360,20761,968,1603,940
"25027731400","Census Tract 7314, Worcester County, Massachusetts",1737,185,1552,23459,43958,22616,808,1400,776
"25027731500","Census Tract 7315, Worcester County, Massachusetts",1923,234,1689,21901,76250,20252,903,1414,857
"25027731600","Census Tract 7316, Worcester County, Massachusetts",2028,206,1822,21777,62759,19901,948,890,955
"25027731700","Census Tract 7317, Worcester County, Massachusetts",1282,103,1179,26269,59875,23380,844,736,846
"25027731800","Census Tract 7318, Worcester County, Massachusetts",2827,550,2277,22599,57500,21033,798,1533,624
"25027731900","Census Tract 7319, Worcester County, Massachusetts",1877,391,1486,34904,60739,25990,959,1434,906
"25027732001","Census Tract 7320.01, Worcester County, Massachusetts",1150,41,1109,,,,521,,512
"25027732002","Census Tract 7320.02, Worcester County, Massachusetts",1655,636,1019,60931,69429,57959,1398,1468,1381
"25027732201","Census Tract 7322.01, Worcester County, Massachusetts",1448,653,795,47216,65568,39315,1013,1300,965
"25027732202","Census Tract 7322.02, Worcester County, Massachusetts",1240,628,612,45089,77917,35802,1096,1495,1008
"25027732203","Census Tract 7322.03, Worcester County, Massachusetts",1158,430,728,50306,59474,47014,1267,1442,1162
"25027732301","Census Tract 7323.01, Worcester County, Massachusetts",1682,1285,397,66962,71852,48811,1333,1482,1043
"25027732302","Census Tract 7323.02, Worcester County, Massachusetts",1510,656,854,40357,48864,34333,1044,915,1069
"25027732400","Census Tract 7324, Worcester County, Massachusetts",2198,415,1783,26563,50859,23849,1014,1245,991
"25027732500","Census Tract 7325, Worcester County, Massachusetts",768,113,655,29904,68185,23935,974,1560,948
"25027732600","Census Tract 7326, Worcester County, Massachusetts",1780,246,1534,33378,72500,27857,1011,1208,1004
"25027732700","Census Tract 7327, Worcester County, Massachusetts",1698,244,1454,31047,58816,29081,979,1275,965
"25027732801","Census Tract 7328.01, Worcester County, Massachusetts",2149,1135,1014,57063,63136,50466,1252,1346,1184
"25027732802","Census Tract 7328.02, Worcester County, Massachusetts",1586,1161,425,55739,67163,33906,1297,1508,1087
"25027732901","Census Tract 7329.01, Worcester County, Massachusetts",2725,1316,1409,50580,76900,30120,1046,1350,834
"25027732902","Census Tract 7329.02, Worcester County, Massachusetts",13,8,5,71250,,,,,
"25027733000","Census Tract 7330, Worcester County, Massachusetts",1268,326,942,40066,60357,37045,1105,1486,1067
"25027733101","Census Tract 7331.01, Worcester County, Massachusetts",782,631,151,,,,1183,1311,885
"25027733102","Census Tract 7331.02, Worcester County, Massachusetts",803,539,264,68405,75542,37368,1167,1435,941
"25027735100","Census Tract 7351, Worcester County, Massachusetts",2560,1886,674,61815,74375,18000,1245,1536,730
"25027735200","Census Tract 7352, Worcester County, Massachusetts",1691,1210,481,80819,89118,54441,1063,1260,928
"25027736100","Census Tract 7361, Worcester County, Massachusetts",975,822,153,74297,86875,37202,1216,1491,993
"25027736200","Census Tract 7362, Worcester County, Massachusetts",1400,1172,228,77895,93125,31824,1408,1608,714
"25027736300","Census Tract 7363, Worcester County, Massachusetts",979,841,138,74013,79350,40938,1217,1378,976
"25027736400","Census Tract 7364, Worcester County, Massachusetts",1214,983,231,76818,78566,56420,1357,1485,
"25027736500","Census Tract 7365, Worcester County, Massachusetts",1782,1508,274,64912,75921,29444,1101,1167,1002
"25027737100","Census Tract 7371, Worcester County, Massachusetts",2100,1534,566,76275,93000,27200,1115,1345,892
"25027737200","Census Tract 7372, Worcester County, Massachusetts",768,353,415,49800,75489,38229,1040,1175,919
"25027737300","Census Tract 7373, Worcester County, Massachusetts",2294,1866,428,75784,77475,53258,1410,1520,1098
"25027738100","Census Tract 7381, Worcester County, Massachusetts",1737,941,796,70703,113990,48929,1267,2065,1026
"25027738201","Census Tract 7382.01, Worcester County, Massachusetts",1464,1176,288,,,,1859,1972,1630
"25027738202","Census Tract 7382.02, Worcester County, Massachusetts",2289,1712,577,102715,125714,34387,1813,2094,928
"25027739100","Census Tract 7391, Worcester County, Massachusetts",3261,2303,958,99543,126508,70045,1527,1891,1238
"25027739200","Census Tract 7392, Worcester County, Massachusetts",2428,1277,1151,69527,104375,49427,1231,1593,1066
"25027739300","Census Tract 7393, Worcester County, Massachusetts",1508,1172,336,80319,90521,56571,1247,1381,1174
"25027739400","Census Tract 7394, Worcester County, Massachusetts",3132,2275,857,102433,127569,47734,1476,1724,1333
"25027739500","Census Tract 7395, Worcester County, Massachusetts",2559,2441,118,,,,1742,1817,1192
"25027740101","Census Tract 7401.01, Worcester County, Massachusetts",1839,1557,282,125292,135054,110833,1877,1999,1444
"25027740102","Census Tract 7401.02, Worcester County, Massachusetts",2111,1867,244,95917,103798,42179,2109,2197,1231
"25027740200","Census Tract 7402, Worcester County, Massachusetts",1158,732,426,77917,126223,40417,1535,1911,1192
"25027741101","Census Tract 7411.01, Worcester County, Massachusetts",1596,1369,227,122125,131750,17656,1962,2257,881
"25027741102","Census Tract 7411.02, Worcester County, Massachusetts",1712,1604,108,165000,170208,144286,2258,2272,1938
"25027742300","Census Tract 7423, Worcester County, Massachusetts",1745,1010,735,84349,115000,53125,1350,1948,1104
"25027742401","Census Tract 7424.01, Worcester County, Massachusetts",1719,1686,33,153787,153088,196250,2947,2978,
"25027742402","Census Tract 7424.02, Worcester County, Massachusetts",1286,546,740,109195,160313,91371,1497,2349,1340
"25027743100","Census Tract 7431, Worcester County, Massachusetts",2684,2213,471,112917,139861,27091,1964,2176,959
"25027744101","Census Tract 7441.01, Worcester County, Massachusetts",2810,2275,535,86350,107371,32306,1481,1557,1375
"25027744102","Census Tract 7441.02, Worcester County, Massachusetts",2032,1616,416,72396,92258,35119,1606,1809,1202
"25027744200","Census Tract 7442, Worcester County, Massachusetts",2871,1900,971,77953,104731,34401,1241,1596,972
"25027744300","Census Tract 7443, Worcester County, Massachusetts",1552,471,1081,52955,69688,49293,1102,1308,1042
"25027744400","Census Tract 7444, Worcester County, Massachusetts",1600,946,654,60993,80833,45814,1180,1594,996
"25027745100","Census Tract 7451, Worcester County, Massachusetts",2237,1731,506,95268,101659,66750,1447,1664,1115
"25027746100","Census Tract 7461, Worcester County, Massachusetts",1993,1768,225,108942,121136,64453,1937,2019,1384
"25027747101","Census Tract 7471.01, Worcester County, Massachusetts",1957,1471,486,74026,90989,33915,1423,1679,995
"25027747102","Census Tract 7471.02, Worcester County, Massachusetts",1376,872,504,73041,107821,34500,1402,1825,783
"25027748100","Census Tract 7481, Worcester County, Massachusetts",1061,813,248,81438,96161,40441,1521,1695,1096
"25027749100","Census Tract 7491, Worcester County, Massachusetts",2608,2312,296,94200,99722,58036,1874,1945,1198
"25027749200","Census Tract 7492, Worcester County, Massachusetts",2119,1474,645,82730,90849,51148,1380,1549,1144
"25027750100","Census Tract 7501, Worcester County, Massachusetts",2296,1224,1072,67011,81226,43095,1062,1522,909
"25027750200","Census Tract 7502, Worcester County, Massachusetts",2687,2226,461,93180,99953,46594,1400,1679,1031
"25027750300","Census Tract 7503, Worcester County, Massachusetts",1068,617,451,54167,95139,29625,1128,1491,870
"25027751101","Census Tract 7511.01, Worcester County, Massachusetts",2063,1860,203,,,,1703,1800,1068
"25027751102","Census Tract 7511.02, Worcester County, Massachusetts",1052,911,141,122500,132930,70117,1737,1982,780
"25027752100","Census Tract 7521, Worcester County, Massachusetts",3086,2566,520,85313,95598,39008,1517,1702,1139
"25027753100","Census Tract 7531, Worcester County, Massachusetts",2826,2085,741,66789,76546,29948,1147,1404,853
"25027753200","Census Tract 7532, Worcester County, Massachusetts",2294,1694,600,66484,89091,28194,1319,1543,840
"25027754100","Census Tract 7541, Worcester County, Massachusetts",2400,1805,595,60682,72548,30865,1233,1375,949
"25027754200","Census Tract 7542, Worcester County, Massachusetts",1537,715,822,34119,53244,21029,789,1135,715
"25027754300","Census Tract 7543, Worcester County, Massachusetts",1210,255,955,38594,60156,32370,889,1011,877
"25027754400","Census Tract 7544, Worcester County, Massachusetts",1522,767,755,53913,79350,40048,920,1309,780
"25027755100","Census Tract 7551, Worcester County, Massachusetts",1268,724,544,52090,67308,27119,872,1152,843
"25027755200","Census Tract 7552, Worcester County, Massachusetts",2769,2378,391,70996,79766,58973,1235,1318,869
"25027756101","Census Tract 7561.01, Worcester County, Massachusetts",1723,1108,615,70093,108500,28427,1226,1530,811
"25027756102","Census Tract 7561.02, Worcester County, Massachusetts",3021,2695,326,94398,98936,53233,1561,1666,946
"25027757100","Census Tract 7571, Worcester County, Massachusetts",1854,839,1015,47738,63021,35946,993,1353,882
"25027757200","Census Tract 7572, Worcester County, Massachusetts",915,105,810,31414,68393,26744,848,1321,837
"25027757300","Census Tract 7573, Worcester County, Massachusetts",1208,212,996,27723,48750,23351,817,1169,791
"25027757400","Census Tract 7574, Worcester County, Massachusetts",1026,655,371,56207,64063,33239,1021,1549,861
"25027757500","Census Tract 7575, Worcester County, Massachusetts",1759,1170,589,65450,73750,32379,1134,1315,893
"25027758101","Census Tract 7581.01, Worcester County, Massachusetts",725,694,31,,,,959,951,1080
"25027758102","Census Tract 7581.02, Worcester County, Massachusetts",2884,2222,662,91017,101917,46929,1505,1817,848
"25027759100","Census Tract 7591, Worcester County, Massachusetts",827,656,171,72375,80577,59250,1188,1364,978
"25027760100","Census Tract 7601, Worcester County, Massachusetts",1390,1101,289,63920,68681,45074,955,985,808
"25027761100","Census Tract 7611, Worcester County, Massachusetts",2060,1323,737,47014,67679,35839,973,1230,812
"25027761200","Census Tract 7612, Worcester County, Massachusetts",2242,1121,1121,79800,95813,72730,1706,1601,1659
"25027761300","Census Tract 7613, Worcester County, Massachusetts",1318,1070,248,87500,91250,42045,1538,1639,1081
"25027761400","Census Tract 7614, Worcester County, Massachusetts",1868,1711,157,126061,129441,75260,2430,2569,1333
