"geoid","GEO.display-label","occ","oou","rou","mhi_occ","mhi_oou","mhi_rou","mhc_occ","mhc_oou","mhc_rou"
"25017353102","Census Tract 3531.02, Middlesex County, Massachusetts",258,0,258,66875,,66875,2539,,2539
"25017353200","Census Tract 3532, Middlesex County, Massachusetts",1695,668,1027,83472,128092,62559,1882,1990,1781
"25017353300","Census Tract 3533, Middlesex County, Massachusetts",1609,784,825,93365,105972,86563,1834,1696,1815
"25017353400","Census Tract 3534, Middlesex County, Massachusetts",1224,509,715,70962,108036,65127,1756,,1678
"25017353500","Census Tract 3535, Middlesex County, Massachusetts",1230,369,861,79844,143917,54792,1605,2116,1541
"25017353600","Census Tract 3536, Middlesex County, Massachusetts",1367,534,833,95848,156618,69792,1839,2377,1748
"25017353700","Census Tract 3537, Middlesex County, Massachusetts",1487,432,1055,59440,144231,47734,1713,2080,1688
"25017353800","Census Tract 3538, Middlesex County, Massachusetts",2471,768,1703,74299,85469,68398,1804,1522,1906
"25017353900","Census Tract 3539, Middlesex County, Massachusetts",1383,144,1239,,,,1755,1550,1814
"25017354000","Census Tract 3540, Middlesex County, Massachusetts",1810,720,1090,67500,71250,61447,1740,1254,1793
"25017354100","Census Tract 3541, Middlesex County, Massachusetts",1416,664,752,117333,146389,90000,1898,2086,1850
"25017354200","Census Tract 3542, Middlesex County, Massachusetts",1393,1016,377,152050,181667,110972,2362,2593,2049
"25017354300","Census Tract 3543, Middlesex County, Massachusetts",1645,690,955,64085,95000,42471,1668,2047,1575
"25017354400","Census Tract 3544, Middlesex County, Massachusetts",809,513,296,122266,144250,88750,2020,2279,1891
"25017354500","Census Tract 3545, Middlesex County, Massachusetts",1194,443,751,83500,143438,66361,1713,1424,1783
"25017354600","Census Tract 3546, Middlesex County, Massachusetts",2488,1004,1484,81563,122864,62222,1757,2322,1645
"25017354700","Census Tract 3547, Middlesex County, Massachusetts",1143,602,541,112734,136250,92176,1861,2121,1699
"25017354800","Census Tract 3548, Middlesex County, Massachusetts",945,516,429,114241,122632,106080,1863,2013,1736
"25017354900","Census Tract 3549, Middlesex County, Massachusetts",2730,695,2035,51281,123103,36681,1125,1730,1075
"25017355000","Census Tract 3550, Middlesex County, Massachusetts",1415,670,745,85066,109559,42269,1457,1772,1326
"25017356100","Census Tract 3561, Middlesex County, Massachusetts",1323,636,687,123393,135978,108365,1725,2094,1708
"25017356300","Census Tract 3563, Middlesex County, Massachusetts",2220,1044,1176,76333,106047,62791,1365,1347,1368
"25017356400","Census Tract 3564, Middlesex County, Massachusetts",2781,2290,491,118075,129728,86399,2050,2342,1278
"25017356500","Census Tract 3565, Middlesex County, Massachusetts",2769,1939,830,95787,132664,24048,1588,2089,1263
"25017356601","Census Tract 3566.01, Middlesex County, Massachusetts",1927,1197,730,93203,125703,67500,1404,1658,1321
"25017356602","Census Tract 3566.02, Middlesex County, Massachusetts",1721,1383,338,117847,135243,51731,1703,1887,1377
"25017356701","Census Tract 3567.01, Middlesex County, Massachusetts",2953,988,1965,78454,91154,73188,1568,2078,1531
"25017356702","Census Tract 3567.02, Middlesex County, Massachusetts",2949,1895,1054,88826,115461,47143,1835,2496,1313
"25017357100","Census Tract 3571, Middlesex County, Massachusetts",1677,1182,495,100057,140948,56792,1900,2407,1704
"25017357200","Census Tract 3572, Middlesex County, Massachusetts",1122,854,268,163429,175476,84375,2298,2631,1867
"25017357300","Census Tract 3573, Middlesex County, Massachusetts",1216,705,511,117361,155694,89028,1825,2259,1746
"25017357400","Census Tract 3574, Middlesex County, Massachusetts",895,585,310,126850,164688,87188,1942,2264,1801
"25017357500","Census Tract 3575, Middlesex County, Massachusetts",820,482,338,102500,125833,67500,1870,2214,1792
"25017357600","Census Tract 3576, Middlesex County, Massachusetts",1011,479,532,69421,94750,65057,1657,2310,1632
"25017357700","Census Tract 3577, Middlesex County, Massachusetts",1503,726,777,72049,98148,61199,1668,2219,1497
"25017357800","Census Tract 3578, Middlesex County, Massachusetts",1260,1020,240,159583,209773,63816,2305,2989,1524
"25017358100","Census Tract 3581, Middlesex County, Massachusetts",1835,1525,310,145216,171375,86364,2204,2466,1562
"25017358300","Census Tract 3583, Middlesex County, Massachusetts",2130,1422,708,154023,198138,95952,2657,3064,2170
"25017358400","Census Tract 3584, Middlesex County, Massachusetts",1826,1438,388,133056,156563,42143,2140,2398,1235
"25017358500","Census Tract 3585, Middlesex County, Massachusetts",1736,1551,185,,,,2655,2803,1897
"25017358600","Census Tract 3586, Middlesex County, Massachusetts",2117,1734,383,,,,2830,3242,
"25017358700","Census Tract 3587, Middlesex County, Massachusetts",1887,1679,208,,,,2543,2597,1733
"25017359100","Census Tract 3591, Middlesex County, Massachusetts",2524,1599,925,105152,136339,56361,2053,2493,1529
"25017359300","Census Tract 3593, Middlesex County, Massachusetts",2605,2038,567,122241,144118,74886,2273,2664,1718
"25017360100","Census Tract 3601, Middlesex County, Massachusetts",572,4,568,81667,,81944,2371,,2376
"25017360200","Census Tract 3602, Middlesex County, Massachusetts",2021,1702,319,153438,182778,46442,1969,2257,1648
"25017361100","Census Tract 3611, Middlesex County, Massachusetts",2344,1853,491,120144,131477,31125,2429,2681,1662
"25017361200","Census Tract 3612, Middlesex County, Massachusetts",2180,1461,719,123889,161250,74539,2215,2647,1788
"25017361300","Census Tract 3613, Middlesex County, Massachusetts",2352,1974,378,163000,170441,81250,2412,2528,1730
"25017362100","Census Tract 3621, Middlesex County, Massachusetts",1762,1690,72,,,,2764,2887,2109
"25017363102","Census Tract 3631.02, Middlesex County, Massachusetts",2645,1493,1152,97141,137232,61563,1636,2587,1287
"25017363103","Census Tract 3631.03, Middlesex County, Massachusetts",1270,1102,168,125455,131765,66750,2382,2704,1235
"25017363104","Census Tract 3631.04, Middlesex County, Massachusetts",2272,1911,361,140321,152632,34362,2110,2321,960
"25017363201","Census Tract 3632.01, Middlesex County, Massachusetts",1191,1023,168,,,,2482,2635,
"25017363202","Census Tract 3632.02, Middlesex County, Massachusetts",1342,1105,237,,,,2082,2390,1184
"25017364101","Census Tract 3641.01, Middlesex County, Massachusetts",2337,1632,705,88690,107197,24175,1303,1904,713
"25017364102","Census Tract 3641.02, Middlesex County, Massachusetts",1947,1328,619,86705,117917,45446,1673,1959,1227
"25017365100","Census Tract 3651, Middlesex County, Massachusetts",2560,2475,85,,,,2771,2864,602
"25017365201","Census Tract 3652.01, Middlesex County, Massachusetts",1922,1843,79,166750,170673,18693,2783,2845,482
"25017365202","Census Tract 3652.02, Middlesex County, Massachusetts",1581,1390,191,156250,176894,26607,2418,2671,535
"25017366100","Census Tract 3661, Middlesex County, Massachusetts",1903,1567,336,117545,132319,15313,2148,2344,729
"25017366201","Census Tract 3662.01, Middlesex County, Massachusetts",1251,1187,64,191750,202153,151204,2874,2956,1744
"25017366202","Census Tract 3662.02, Middlesex County, Massachusetts",2008,1770,238,,,,2356,2555,
"25017367100","Census Tract 3671, Middlesex County, Massachusetts",1290,1096,194,183148,210441,68333,3480,3620,1679
"25017367200","Census Tract 3672, Middlesex County, Massachusetts",2491,2202,289,,,,3138,3371,1203
"25017368101","Census Tract 3681.01, Middlesex County, Massachusetts",2543,1383,1160,88438,82197,89583,2079,2029,2112
"25017368102","Census Tract 3681.02, Middlesex County, Massachusetts",1425,1228,197,100739,104079,56226,1832,1848,1467
"25017368200","Census Tract 3682, Middlesex County, Massachusetts",1814,1158,656,91929,101667,70395,1762,1743,1863
"25017368300","Census Tract 3683, Middlesex County, Massachusetts",2568,931,1637,59519,98625,47835,1347,2017,1183
"25017368400","Census Tract 3684, Middlesex County, Massachusetts",2562,1131,1431,74914,102928,60764,1639,2005,1600
"25017368500","Census Tract 3685, Middlesex County, Massachusetts",1510,266,1244,53333,88000,41218,1271,1714,1205
"25017368600","Census Tract 3686, Middlesex County, Massachusetts",2460,882,1578,72279,106293,65469,1300,1917,1143
"25017368700","Census Tract 3687, Middlesex County, Massachusetts",1043,191,852,57011,81250,54601,1346,1811,1262
"25017368800","Census Tract 3688, Middlesex County, Massachusetts",2005,862,1143,63875,96447,44475,1290,2037,1066
"25017368901","Census Tract 3689.01, Middlesex County, Massachusetts",2215,1670,545,81188,81625,77257,1601,1579,1638
"25017368902","Census Tract 3689.02, Middlesex County, Massachusetts",1555,315,1240,60568,107669,48939,1620,1698,1591
"25017369000","Census Tract 3690, Middlesex County, Massachusetts",578,512,66,86439,85526,97692,1775,1810,1574
"25017369100","Census Tract 3691, Middlesex County, Massachusetts",1970,1659,311,102877,116384,50597,1599,1748,1264
"25017370101","Census Tract 3701.01, Middlesex County, Massachusetts",2814,1596,1218,86835,115061,51959,1604,1840,1541
"25017370102","Census Tract 3701.02, Middlesex County, Massachusetts",3407,1545,1862,81722,101458,64483,1853,2102,1688
"25017370201","Census Tract 3702.01, Middlesex County, Massachusetts",1655,980,675,105213,115167,97350,1854,2135,1767
"25017370202","Census Tract 3702.02, Middlesex County, Massachusetts",1784,1188,596,102965,113393,100050,1805,2104,1676
"25017370300","Census Tract 3703, Middlesex County, Massachusetts",2509,1124,1385,74623,84405,67542,1427,1403,1448
"25017370400","Census Tract 3704, Middlesex County, Massachusetts",2188,1040,1148,86552,90625,81156,1495,1421,1517
"25017373100","Census Tract 3731, Middlesex County, Massachusetts",2054,1134,920,82034,119643,62439,2060,2754,1738
"25017373200","Census Tract 3732, Middlesex County, Massachusetts",1923,887,1036,79212,107102,60000,1470,1889,1392
"25017373300","Census Tract 3733, Middlesex County, Massachusetts",1124,636,488,96667,140776,64722,1852,1972,1610
"25017373400","Census Tract 3734, Middlesex County, Massachusetts",1415,851,564,122361,133875,71081,1964,2212,1849
"25017373500","Census Tract 3735, Middlesex County, Massachusetts",1874,1580,294,177083,207059,50735,2640,2896,1950
"25017373600","Census Tract 3736, Middlesex County, Massachusetts",971,708,263,169464,239583,70903,2865,3398,1732
"25017373700","Census Tract 3737, Middlesex County, Massachusetts",1296,1144,152,172065,200625,103611,2691,3079,1927
"25017373800","Census Tract 3738, Middlesex County, Massachusetts",2388,1715,673,101167,124564,70179,2003,2269,1699
"25017373900","Census Tract 3739, Middlesex County, Massachusetts",2544,1986,558,177125,202750,101402,2922,2851,3039
"25017374000","Census Tract 3740, Middlesex County, Massachusetts",1723,1477,246,121813,139539,10667,2203,2374,1487
"25017374100","Census Tract 3741, Middlesex County, Massachusetts",1932,1062,870,87125,104804,65109,1918,2040,1869
"25017374200","Census Tract 3742, Middlesex County, Massachusetts",1569,1250,319,165670,202188,95750,2159,2679,1556
"25017374300","Census Tract 3743, Middlesex County, Massachusetts",1332,1104,228,182500,210750,91071,2781,3130,2101
"25017374400","Census Tract 3744, Middlesex County, Massachusetts",2197,1675,522,203906,,43594,2212,2510,1025
"25017374500","Census Tract 3745, Middlesex County, Massachusetts",1715,1218,497,123237,141290,77888,1941,2250,1580
"25017374600","Census Tract 3746, Middlesex County, Massachusetts",1899,1352,547,109727,126667,60114,1745,2289,1608
"25017374700","Census Tract 3747, Middlesex County, Massachusetts",1789,984,805,107723,131944,83036,1746,2620,1665
"25017374800","Census Tract 3748, Middlesex County, Massachusetts",1332,831,501,122750,190469,40378,1768,2674,1475
"25017382100","Census Tract 3821, Middlesex County, Massachusetts",1844,1726,118,114324,119545,53833,2105,2173,1115
"25017382200","Census Tract 3822, Middlesex County, Massachusetts",1971,1510,461,116109,130577,71806,2039,2177,1482
"25017382300","Census Tract 3823, Middlesex County, Massachusetts",2211,1662,549,112048,140758,55865,2125,2416,1210
"25017382400","Census Tract 3824, Middlesex County, Massachusetts",1926,1296,630,81181,133300,20174,1650,2244,563
"25017382500","Census Tract 3825, Middlesex County, Massachusetts",1814,1064,750,97870,126389,61538,1672,2102,1478
"25017382601","Census Tract 3826.01, Middlesex County, Massachusetts",2347,1301,1046,71875,70069,74306,1305,1326,1298
"25017382602","Census Tract 3826.02, Middlesex County, Massachusetts",1873,1493,380,103821,128646,26569,2038,2140,1295
"25017383101","Census Tract 3831.01, Middlesex County, Massachusetts",1320,347,973,30778,70156,25785,1038,1563,971
"25017383102","Census Tract 3831.02, Middlesex County, Massachusetts",1889,133,1756,32050,69625,31250,952,1048,942
"25017383200","Census Tract 3832, Middlesex County, Massachusetts",2136,961,1175,60507,80938,45083,1271,1557,1115
"25017383300","Census Tract 3833, Middlesex County, Massachusetts",1264,495,769,46090,87404,31898,1153,1677,1039
"25017383400","Census Tract 3834, Middlesex County, Massachusetts",2227,967,1260,55594,81641,46776,1297,1553,1258
"25017383501","Census Tract 3835.01, Middlesex County, Massachusetts",2098,482,1616,47245,99556,35375,1325,2081,1144
"25017383502","Census Tract 3835.02, Middlesex County, Massachusetts",972,643,329,72841,115809,36688,1352,1701,1056
"25017383600","Census Tract 3836, Middlesex County, Massachusetts",2398,1242,1156,60750,90781,40323,1428,1813,1327
"25017383700","Census Tract 3837, Middlesex County, Massachusetts",2063,1626,437,75302,89625,36687,1641,1753,1387
"25017383800","Census Tract 3838, Middlesex County, Massachusetts",2168,1914,254,95234,101957,42000,1761,1834,1176
"25017383901","Census Tract 3839.01, Middlesex County, Massachusetts",3106,2725,381,97000,102734,28885,1670,1819,
"25017383902","Census Tract 3839.02, Middlesex County, Massachusetts",1880,1767,113,,,,2174,2191,2067
"25017384001","Census Tract 3840.01, Middlesex County, Massachusetts",560,482,78,93618,93409,93704,1787,1729,2079
"25017384002","Census Tract 3840.02, Middlesex County, Massachusetts",2947,987,1960,67604,138854,54895,1459,2111,1418
"25017385100","Census Tract 3851, Middlesex County, Massachusetts",2425,1898,527,118273,150638,44399,1738,2276,913
"25017385201","Census Tract 3852.01, Middlesex County, Massachusetts",1047,681,366,58147,78993,28289,1352,1704,1201
"25017385202","Census Tract 3852.02, Middlesex County, Massachusetts",3124,2683,441,112620,118938,95329,2085,2115,1896
"25017386100","Census Tract 3861, Middlesex County, Massachusetts",1461,1343,118,155956,164740,37241,2943,3107,1301
"25017387100","Census Tract 3871, Middlesex County, Massachusetts",1533,1303,230,105529,111971,43077,1788,1928,1174
"25017387201","Census Tract 3872.01, Middlesex County, Massachusetts",2124,1655,469,99944,124714,30036,1733,2057,925
"25017387202","Census Tract 3872.02, Middlesex County, Massachusetts",1380,1283,97,,,,2030,2176,1159
"25017388100","Census Tract 3881, Middlesex County, Massachusetts",2101,1585,516,102699,142067,67708,1209,1649,952
"25017388200","Census Tract 3882, Middlesex County, Massachusetts",2331,1597,734,67896,83875,51091,1560,1802,942
"25017388300","Census Tract 3883, Middlesex County, Massachusetts",1868,170,1698,15239,98636,13931,592,1313,445
"25017980000","Census Tract 9800, Middlesex County, Massachusetts",0,0,0,,,,,,
"25019950100","Census Tract 9501, Nantucket County, Massachusetts",627,503,124,71827,87813,51938,1672,1766,1250
"25019950200","Census Tract 9502, Nantucket County, Massachusetts",1745,933,812,85417,121058,54091,2084,2454,1680
"25019950307","Census Tract 9503.07, Nantucket County, Massachusetts",173,146,27,101125,105000,100208,2056,2097,
"25019950400","Census Tract 9504, Nantucket County, Massachusetts",897,586,311,88778,92500,79554,2112,2482,1655
"25019950500","Census Tract 9505, Nantucket County, Massachusetts",481,400,81,68672,67188,111042,1453,1456,1417
"25019990000","Census Tract 9900, Nantucket County, Massachusetts",0,0,0,,,,,,
"25021400100","Census Tract 4001, Norfolk County, Massachusetts",2345,1037,1308,80679,127277,53229,2121,2703,1743
"25021400200","Census Tract 4002, Norfolk County, Massachusetts",2632,1080,1552,65045,117639,41091,1875,2162,1741
"25021400300","Census Tract 4003, Norfolk County, Massachusetts",1687,865,822,119191,161681,87568,2210,2502,1994
"25021400400","Census Tract 4004, Norfolk County, Massachusetts",2952,1402,1550,90179,131324,45172,1794,1840,1811
"25021400500","Census Tract 4005, Norfolk County, Massachusetts",2309,796,1513,94271,143269,76719,2151,2325,2103
"25021400600","Census Tract 4006, Norfolk County, Massachusetts",2198,1335,863,93000,104453,63203,1993,1633,2126
"25021400700","Census Tract 4007, Norfolk County, Massachusetts",1302,832,470,131705,154000,79750,2194,2294,2140
"25021400800","Census Tract 4008, Norfolk County, Massachusetts",2461,986,1475,100295,135167,69279,1862,1877,1825
"25021400900","Census Tract 4009, Norfolk County, Massachusetts",2000,672,1328,61154,114202,45641,1962,2344,1828
"25021401000","Census Tract 4010, Norfolk County, Massachusetts",1274,595,679,83611,140859,47995,1848,1965,1737
"25021401100","Census Tract 4011, Norfolk County, Massachusetts",1604,1301,303,154653,197829,65823,2707,3035,1382
"25021401200","Census Tract 4012, Norfolk County, Massachusetts",2560,1713,847,112905,146516,94750,2191,2347,2009
"25021402101","Census Tract 4021.01, Norfolk County, Massachusetts",1437,1029,408,70536,85625,40758,1446,1796,1055
"25021402102","Census Tract 4021.02, Norfolk County, Massachusetts",1584,1016,568,68173,82500,43056,1516,1693,1308
"25021402200","Census Tract 4022, Norfolk County, Massachusetts",815,674,141,81435,88088,51328,1519,1648,1325
"25021402300","Census Tract 4023, Norfolk County, Massachusetts",1474,1380,94,99412,96146,122083,1934,1931,1878
"25021402400","Census Tract 4024, Norfolk County, Massachusetts",2665,1422,1243,88229,118512,60497,2040,2193,1875
"25021402500","Census Tract 4025, Norfolk County, Massachusetts",1604,963,641,101607,155250,39271,1855,2208,1456
"25021403100","Census Tract 4031, Norfolk County, Massachusetts",2219,2194,25,156402,157348,,2378,2409,
"25021403300","Census Tract 4033, Norfolk County, Massachusetts",1350,1228,122,158125,160352,86500,2439,2489,1801
"25021403400","Census Tract 4034, Norfolk County, Massachusetts",2404,1896,508,128056,162972,21532,2016,2435,473
"25021403500","Census Tract 4035, Norfolk County, Massachusetts",2522,1735,787,111550,141394,70052,2255,2409,1826
"25021404100","Census Tract 4041, Norfolk County, Massachusetts",1363,1012,351,150426,173646,82321,2821,3064,2630
"25021404201","Census Tract 4042.01, Norfolk County, Massachusetts",1289,1207,82,,,,2951,2998,1408
"25021404202","Census Tract 4042.02, Norfolk County, Massachusetts",1150,949,201,180667,200223,76125,2825,3375,2060
"25021404301","Census Tract 4043.01, Norfolk County, Massachusetts",1808,1768,40,190160,191223,123750,2895,2926,2542
"25021404302","Census Tract 4043.02, Norfolk County, Massachusetts",1323,1071,252,139950,154375,106750,2590,2648,2424
"25021404400","Census Tract 4044, Norfolk County, Massachusetts",1628,1106,522,158456,200972,73558,2112,2899,776
"25021405100","Census Tract 4051, Norfolk County, Massachusetts",1935,1766,169,185542,194844,143438,2720,2823,2145
"25021406101","Census Tract 4061.01, Norfolk County, Massachusetts",1941,1609,332,128125,144429,44600,2120,2388,1038
"25021406102","Census Tract 4061.02, Norfolk County, Massachusetts",2149,1989,160,149594,158191,27273,2844,2982,963
"25021407100","Census Tract 4071, Norfolk County, Massachusetts",3069,2502,567,92042,103333,46518,1730,1989,1248
"25021408101","Census Tract 4081.01, Norfolk County, Massachusetts",2725,2438,287,123505,131103,36544,2133,2241,529
"25021408102","Census Tract 4081.02, Norfolk County, Massachusetts",1837,1416,421,97340,115161,40144,1914,2178,1122
"25021409101","Census Tract 4091.01, Norfolk County, Massachusetts",1418,1343,75,131667,148920,44141,2211,2265,1200
"25021409102","Census Tract 4091.02, Norfolk County, Massachusetts",1759,1692,67,,,,2225,2270,1163
"25021410100","Census Tract 4101, Norfolk County, Massachusetts",2381,1701,680,82788,120433,35870,1451,1753,1009
"25021410300","Census Tract 4103, Norfolk County, Massachusetts",1726,1247,479,104659,112917,85030,1952,2006,1901
"25021410400","Census Tract 4104, Norfolk County, Massachusetts",2304,1336,968,79792,105305,57083,1409,1860,1239
"25021411100","Census Tract 4111, Norfolk County, Massachusetts",2966,2275,691,97500,105321,28765,1757,1975,1350
"25021411200","Census Tract 4112, Norfolk County, Massachusetts",2586,2100,486,95980,115879,53106,1768,2035,1397
"25021411301","Census Tract 4113.01, Norfolk County, Massachusetts",2070,1800,270,97143,115313,21270,2183,2282,
"25021411302","Census Tract 4113.02, Norfolk County, Massachusetts",1315,1162,153,99575,113636,45670,2005,2123,1196
"25021412100","Census Tract 4121, Norfolk County, Massachusetts",2371,2013,358,135991,150031,35750,2434,2608,1162
"25021412200","Census Tract 4122, Norfolk County, Massachusetts",1538,1277,261,149464,168828,51477,2133,2473,1587
"25021412300","Census Tract 4123, Norfolk County, Massachusetts",1680,1526,154,126625,136875,91280,2230,2251,1852
"25021413100","Census Tract 4131, Norfolk County, Massachusetts",2345,1674,671,72596,96302,55688,1345,1700,1029
"25021413200","Census Tract 4132, Norfolk County, Massachusetts",2606,1518,1088,67962,85600,34500,1117,1637,795
"25021413300","Census Tract 4133, Norfolk County, Massachusetts",1861,1340,521,101461,115774,57031,1599,1704,1469
"25021413401","Census Tract 4134.01, Norfolk County, Massachusetts",1439,713,726,72250,112054,43750,1352,1885,1206
"25021413402","Census Tract 4134.02, Norfolk County, Massachusetts",1723,745,978,87768,85987,89821,1487,1427,1517
"25021413500","Census Tract 4135, Norfolk County, Massachusetts",1696,675,1021,86014,107426,75268,1384,1464,1348
"25021414100","Census Tract 4141, Norfolk County, Massachusetts",2022,1722,300,127903,133629,41333,2128,2213,1946
"25021414200","Census Tract 4142, Norfolk County, Massachusetts",2360,2308,52,146618,154015,,2337,2355,
"25021414300","Census Tract 4143, Norfolk County, Massachusetts",1876,1395,481,100250,133750,31536,1881,2210,1189
"25021415101","Census Tract 4151.01, Norfolk County, Massachusetts",1767,1513,254,103720,117768,54583,1997,2023,1724
"25021415102","Census Tract 4151.02, Norfolk County, Massachusetts",3386,2402,984,72955,95221,44565,1720,1883,1371
"25021415200","Census Tract 4152, Norfolk County, Massachusetts",2261,1609,652,93542,125324,50300,1689,1963,1512
"25021415300","Census Tract 4153, Norfolk County, Massachusetts",1335,1274,61,,,,2133,2182,1240
"25021416101","Census Tract 4161.01, Norfolk County, Massachusetts",2051,1488,563,140694,168958,23177,2176,2532,285
"25021416102","Census Tract 4161.02, Norfolk County, Massachusetts",932,771,161,100595,130774,33650,2111,2510,1198
"25021416200","Census Tract 4162, Norfolk County, Massachusetts",2213,1807,406,101927,121445,33944,2015,2196,1593
"25021416300","Census Tract 4163, Norfolk County, Massachusetts",1781,1275,506,108750,135296,38333,2062,2526,1198
"25021416400","Census Tract 4164, Norfolk County, Massachusetts",2072,1793,279,121250,125530,103503,2227,2282,1802
"25021417100","Census Tract 4171, Norfolk County, Massachusetts",1600,1057,543,86434,102589,64044,1481,1824,1281
"25021417200","Census Tract 4172, Norfolk County, Massachusetts",3296,1660,1636,63284,88981,55575,1431,1799,1353
"25021417300","Census Tract 4173, Norfolk County, Massachusetts",1556,877,679,81800,105184,30913,1486,1788,1357
"25021417400","Census Tract 4174, Norfolk County, Massachusetts",987,759,228,90179,104145,48500,1892,2012,1188
"25021417501","Census Tract 4175.01, Norfolk County, Massachusetts",1976,1173,803,75577,81932,63918,1482,1596,1416
"25021417502","Census Tract 4175.02, Norfolk County, Massachusetts",1760,811,949,60298,76635,55846,1239,1730,1135
"25021417601","Census Tract 4176.01, Norfolk County, Massachusetts",1887,1087,800,70744,81875,43519,1301,1639,1164
"25021417602","Census Tract 4176.02, Norfolk County, Massachusetts",2208,1055,1153,66750,93317,47804,1332,1851,1153
"25021417701","Census Tract 4177.01, Norfolk County, Massachusetts",2669,633,2036,51354,58594,49894,1173,1175,1172
"25021417702","Census Tract 4177.02, Norfolk County, Massachusetts",1050,776,274,76944,86979,54556,1347,1788,1266
"25021417801","Census Tract 4178.01, Norfolk County, Massachusetts",1990,1534,456,77348,100651,46225,1916,2033,1143
"25021417802","Census Tract 4178.02, Norfolk County, Massachusetts",1285,344,941,19840,78750,14190,468,1135,384
"25021417901","Census Tract 4179.01, Norfolk County, Massachusetts",3105,909,2196,45373,87188,32396,1201,1628,1095
"25021417902","Census Tract 4179.02, Norfolk County, Massachusetts",1468,732,736,56918,65000,53816,1311,1327,1306
"25021418002","Census Tract 4180.02, Norfolk County, Massachusetts",3109,1190,1919,68451,97829,59148,1506,1746,1450
"25021418003","Census Tract 4180.03, Norfolk County, Massachusetts",1221,373,848,65781,98558,57823,1821,1956,1728
"25021418004","Census Tract 4180.04, Norfolk County, Massachusetts",1827,729,1098,57578,73036,45234,1265,1827,1154
"25021418101","Census Tract 4181.01, Norfolk County, Massachusetts",2268,936,1332,63194,81227,44861,1502,1771,1387
"25021418102","Census Tract 4181.02, Norfolk County, Massachusetts",1569,601,968,62102,89583,50357,1376,1762,1279
"25021418200","Census Tract 4182, Norfolk County, Massachusetts",2645,1439,1206,81351,96024,60917,1486,1812,1383
"25021419100","Census Tract 4191, Norfolk County, Massachusetts",2222,1487,735,94375,107243,67212,1779,1883,1579
"25021419200","Census Tract 4192, Norfolk County, Massachusetts",1801,1279,522,89931,112250,35263,1582,1900,1066
"25021419300","Census Tract 4193, Norfolk County, Massachusetts",1515,923,592,59107,87266,25000,1330,1769,984
"25021419400","Census Tract 4194, Norfolk County, Massachusetts",1164,777,387,60536,92768,23083,1260,1529,811
"25021419500","Census Tract 4195, Norfolk County, Massachusetts",1019,813,206,98125,103512,51714,1500,1809,1185
"25021419600","Census Tract 4196, Norfolk County, Massachusetts",2901,2033,868,93386,108750,77679,2078,2061,2120
"25021419700","Census Tract 4197, Norfolk County, Massachusetts",1394,1093,301,85114,98105,26583,1565,1747,422
"25021419800","Census Tract 4198, Norfolk County, Massachusetts",1690,1114,576,81563,93750,74688,1388,1545,1283
"25021420100","Census Tract 4201, Norfolk County, Massachusetts",2812,2047,765,63815,90862,21156,1563,1602,1505
"25021420201","Census Tract 4202.01, Norfolk County, Massachusetts",1278,941,337,72328,88458,11803,1390,1654,652
"25021420202","Census Tract 4202.02, Norfolk County, Massachusetts",2453,1508,945,70815,86991,63053,1542,1691,1463
"25021420301","Census Tract 4203.01, Norfolk County, Massachusetts",2613,1907,706,56220,74197,31042,1550,1843,737
"25021420302","Census Tract 4203.02, Norfolk County, Massachusetts",2889,1956,933,56929,73750,26813,1610,1825,1375
"25021421100","Census Tract 4211, Norfolk County, Massachusetts",2136,1517,619,54583,69911,39410,1298,1436,1034
"25021421200","Census Tract 4212, Norfolk County, Massachusetts",2197,2072,125,82614,88598,27351,1688,1726,867
"25021422100","Census Tract 4221, Norfolk County, Massachusetts",2080,1660,420,86410,96458,41645,1708,1867,1230
"25021422200","Census Tract 4222, Norfolk County, Massachusetts",3119,1903,1216,69298,89054,55305,1333,1579,1222
"25021422301","Census Tract 4223.01, Norfolk County, Massachusetts",1045,977,68,103906,110296,65071,1627,1665,1214
"25021422302","Census Tract 4223.02, Norfolk County, Massachusetts",2942,1587,1355,73000,75298,69842,1435,1613,1355
"25021422400","Census Tract 4224, Norfolk County, Massachusetts",3317,1767,1550,66329,99099,33072,1292,1800,1086
"25021422501","Census Tract 4225.01, Norfolk County, Massachusetts",2176,1337,839,57222,80583,35917,1307,1596,1101
"25021422502","Census Tract 4225.02, Norfolk County, Massachusetts",2325,1082,1243,49284,64627,37882,1173,1360,1066
"25021422600","Census Tract 4226, Norfolk County, Massachusetts",2474,2133,341,75152,85847,34770,1583,1650,974
"25021422700","Census Tract 4227, Norfolk County, Massachusetts",1501,1260,241,,,,1611,1758,1106
"25021422800","Census Tract 4228, Norfolk County, Massachusetts",1729,1283,446,70392,85739,52868,1394,1407,1380
"25021423100","Census Tract 4231, Norfolk County, Massachusetts",2967,2293,674,113843,137386,44896,2556,2784,1205
"25021440100","Census Tract 4401, Norfolk County, Massachusetts",3358,2587,771,91009,102930,62933,1521,1869,1133
"25021441202","Census Tract 4412.02, Norfolk County, Massachusetts",919,860,59,117583,125333,50197,2529,2613,940
"25021441203","Census Tract 4412.03, Norfolk County, Massachusetts",1434,1204,230,92083,102826,26641,1598,1788,1091
"25021441204","Census Tract 4412.04, Norfolk County, Massachusetts",1540,1238,302,96625,120952,25283,1803,2071,1035
